trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.49999999999999956, 'e': 0.2239236798811214}",25,5,20.64637748877719,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.49999999999999956, 'e': 0.22007211299479584}",25,7,-19.401267901398683,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.49999999999999956, 'e': 0.2162651668298873}",35,6,5.245462244277401,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",1
177,False,"{'a': 0.49999999999999956, 'e': 0.21250282427502204}",25,10,4.061793275261019,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.49999999999999956, 'e': 0.2087850552517555}",25,12,25.52307416050246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.49999999999999956, 'e': 0.20511181695207692}",25,17,14.120481974487479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.49999999999999956, 'e': 0.20148305407807937}",25,13,23.435677263307838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.49999999999999956, 'e': 0.19789869908361465}",20,1,12.7459657588718,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.49999999999999956, 'e': 0.19435867241775442}",30,18,13.33553543786801,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.49999999999999956, 'e': 0.19086288276988017}",35,14,19.851281980852164,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.49999999999999956, 'e': 0.18741122731622886}",35,22,22.955763625471583,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.49999999999999956, 'e': 0.18400359196771982}",20,12,13.245835135744843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.49999999999999956, 'e': 0.18063985161889395}",20,12,17.765008123599678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.49999999999999956, 'e': 0.17731987039779637}",30,12,15.246779849156122,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.49999999999999956, 'e': 0.17404350191663676}",20,5,23.25670987577002,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.49999999999999956, 'e': 0.17081058952306485}",30,4,-38.5638837860109,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 2}",1
190,False,"{'a': 0.49999999999999956, 'e': 0.1676209665518997}",20,0,2.972104868827115,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
191,False,"{'a': 0.49999999999999956, 'e': 0.16447445657715487}",20,14,12.014782688482917,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.49999999999999956, 'e': 0.16137087366420474}",25,7,27.138231454519932,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.49999999999999956, 'e': 0.15831002262193872}",30,20,19.33290892748901,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.49999999999999956, 'e': 0.1552916992547543}",25,19,6.363695769830093,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.49999999999999956, 'e': 0.1523156906142419}",25,13,23.727845963550593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.49999999999999956, 'e': 0.14938177525041801}",25,13,0.6112255791902126,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
197,False,"{'a': 0.49999999999999956, 'e': 0.14648972346236577}",20,0,-52.17292234295577,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
198,False,"{'a': 0.49999999999999956, 'e': 0.1436392975481456}",25,11,11.642250730016709,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.49999999999999956, 'e': 0.1408302520538414}",30,18,-19.262388727270572,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.49999999999999956, 'e': 0.13806233402161092}",20,12,1.937893938854176,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.49999999999999956, 'e': 0.1353352832366127}",30,14,3.907404866188311,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.49999999999999956, 'e': 0.1326488324726843}",30,21,5.504839242814754,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.49999999999999956, 'e': 0.1300027077366511}",20,2,-5.474708135324125,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
204,False,"{'a': 0.49999999999999956, 'e': 0.12739662851114705}",20,11,-6.319068303963781,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.49999999999999956, 'e': 0.12483030799583289}",25,15,19.110585121465714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.49999999999999956, 'e': 0.12230345334690056}",30,14,28.181819708503358,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.49999999999999956, 'e': 0.11981576591475605}",20,0,18.551523645616932,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.49999999999999956, 'e': 0.1173669414797755}",20,11,-26.739746552755392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.49999999999999956, 'e': 0.11495667048603503}",30,18,-21.756794846782018,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.49999999999999956, 'e': 0.11258463827291487}",25,16,-2.9603898619434954,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.49999999999999956, 'e': 0.11025052530448522}",30,23,7.010906872221423,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.49999999999999956, 'e': 0.10795400739658241}",25,11,-63.07513787554575,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
213,False,"{'a': 0.49999999999999956, 'e': 0.10569475594148853}",20,5,19.882168389473218,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.49999999999999956, 'e': 0.10347243813013045}",20,0,29.726069304738942,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.49999999999999956, 'e': 0.10128671717171844}",20,13,10.747184141274818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.49999999999999956, 'e': 0.09913725251074734}",20,13,13.213198315545467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.49999999999999956, 'e': 0.09702370004128698}",25,18,15.092218998202572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.49999999999999956, 'e': 0.0949457123184917}",20,8,19.505282149879815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.49999999999999956, 'e': 0.09290293876726276}",20,11,7.070643486683305,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.49999999999999956, 'e': 0.09089502588800061}",20,15,9.542149101924656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.49999999999999956, 'e': 0.08892161745938634}",20,13,14.749048918282577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.49999999999999956, 'e': 0.0869823547381372}",30,22,14.733901277953713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.49999999999999956, 'e': 0.085076876655682}",20,14,9.614754712370912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.49999999999999956, 'e': 0.08320482001170693}",20,11,5.812996671119049,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.49999999999999956, 'e': 0.0813658196645253}",25,16,1.4688558008497539,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.49999999999999956, 'e': 0.07955950871822769}",30,20,20.212083232893363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.49999999999999956, 'e': 0.07778551870657227}",20,7,2.7312203272596536,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.49999999999999956, 'e': 0.07604347977357852}",30,16,28.691231154405124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.49999999999999956, 'e': 0.07433302085078965}",25,15,7.9262920060607485,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.49999999999999956, 'e': 0.07265376983117411}",25,19,11.634530187437381,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.49999999999999956, 'e': 0.07100535373963698}",35,19,-14.295738110033245,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.49999999999999956, 'e': 0.06938739890011708}",20,11,20.14977414267894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.49999999999999956, 'e': 0.0677995310992478}",30,13,32.61088553461929,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.49999999999999956, 'e': 0.0662413757465623}",25,16,16.149782809769853,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.49999999999999956, 'e': 0.06471255803122683}",20,10,11.86990816305148,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.49999999999999956, 'e': 0.06321270307528885}",20,15,8.50407442556614,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.49999999999999956, 'e': 0.06174143608342907}",20,6,11.110959286428038,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.49999999999999956, 'e': 0.06029838248920929}",20,10,16.28441580652221,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.49999999999999956, 'e': 0.05888316809781036}",20,11,17.061379113994754,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.49999999999999956, 'e': 0.05749541922525773}",25,14,16.681176174065016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.49999999999999956, 'e': 0.056134762834133704}",25,1,14.881248650415836,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.49999999999999956, 'e': 0.05480082666577867}",20,4,28.0144512690882,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.49999999999999956, 'e': 0.05349323936898551}",25,13,21.083091204409126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.49999999999999956, 'e': 0.052211630625194023}",30,13,19.46559944086126,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.49999999999999956, 'e': 0.0509556312701942}",20,16,8.055523120024485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.49999999999999956, 'e': 0.0497248734123496}",20,12,2.7206288763976714,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.49999999999999956, 'e': 0.04851899054735398}",20,12,5.2952077592464235,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.49999999999999956, 'e': 0.04733761766953681}",20,15,8.586995639689986,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.49999999999999956, 'e': 0.04618039137973475}",25,16,17.321106626258047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.49999999999999956, 'e': 0.045046949989748696}",30,20,4.557977922319865,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.49999999999999956, 'e': 0.04393693362340742}",30,16,25.17907718852322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.49999999999999956, 'e': 0.04284998431426108}",20,8,8.076928038552946,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.49999999999999956, 'e': 0.04178574609992927}",20,0,18.33896918832178,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.49999999999999956, 'e': 0.04074386511313009}",25,17,14.163343429082989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.49999999999999956, 'e': 0.03972398966941862}",30,16,21.124665515819974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.49999999999999956, 'e': 0.03872577035166435}",20,15,9.136171580817892,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.49999999999999956, 'e': 0.03774886009129898}",20,14,11.747777363438546,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.49999999999999956, 'e': 0.03679291424636705}",25,16,18.067198787461773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.49999999999999956, 'e': 0.03585759067641384}",30,3,21.473152992489293,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.49999999999999956, 'e': 0.034942549814245646}",30,23,10.79813282582306,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.49999999999999956, 'e': 0.03404745473459933}",25,15,18.16112913147912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.49999999999999956, 'e': 0.033171971219759046}",25,13,21.764129132955105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.49999999999999956, 'e': 0.03231576782215888}",20,10,18.956100833734524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.49999999999999956, 'e': 0.031478515924012115}",20,1,34.80590346980629,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.49999999999999956, 'e': 0.030659889794007515}",20,14,12.044718717288733,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.49999999999999956, 'e': 0.029859566641115533}",30,13,32.828399887758145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.49999999999999956, 'e': 0.029077226665546733}",20,14,14.07630950701897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.49999999999999956, 'e': 0.02831255310690696}",30,12,24.92876984645403,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.49999999999999956, 'e': 0.02756523228959335}",25,12,20.36385594213275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.49999999999999956, 'e': 0.026834953665477005}",30,21,17.250605381175465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.49999999999999956, 'e': 0.026121409853918233}",20,8,23.12200171771938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.49999999999999956, 'e': 0.02542429667916104}",25,15,20.86808594672884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.49999999999999956, 'e': 0.02474331320515429}",30,19,19.383821472923472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.49999999999999956, 'e': 0.024078161767847273}",20,0,32.1355346249746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
